Observation ID,Beach ID,Daily Attendance,Month,Latitude,Longitude,Is Holiday,Is Weekend,Rain Index,AverageTemperature,Wave Action
34,2,4313,1,52.166,20.967,0,1,0,91,0
35,1,2162,1,50.101,21.999,0,0,1.5,86,4.5
36,1,597,1,50.101,21.999,0,0,6.6,98,13.2
37,1,2714,1,50.101,21.999,0,0,2.5,65,2.5
38,3,3759,1,52.89,20.777,0,0,0,94,0
39,3,3214,1,52.89,20.777,0,1,0,75,0
40,3,3835,1,52.89,20.777,0,0,0,85,0
41,3,3599,1,52.89,20.777,0,0,0,68,0
42,2,2502,1,52.166,20.967,0,0,0.5,63,0.5
43,2,4708,1,52.166,20.967,0,0,0,61,0
44,2,4625,1,52.166,20.967,0,1,0,70,0
45,2,3783,1,52.166,20.967,0,1,0,61,0
46,2,4458,1,52.166,20.967,0,0,0.3,88,2.7
47,2,4298,1,52.166,20.967,0,0,0.5,94,4
48,2,4546,1,52.166,20.967,0,0,2,70,2
49,2,5391,1,52.166,20.967,0,0,0,80,0
50,2,5710,1,52.166,20.967,0,1,0,90,0
51,2,4465,1,52.166,20.967,0,0,1,87,1
52,2,2818,1,52.166,20.967,0,0,4.1,92,4.1
53,1,4000,1,50.101,21.999,0,0,0,98,0
54,1,3584,1,50.101,21.999,0,0,0,83,0
55,1,3177,1,50.101,21.999,0,0,1.3,75,7.8
56,1,3787,1,50.101,21.999,0,0,0.5,76,1.5
57,1,4787,1,50.101,21.999,0,0,0,92,0
58,3,4061,1,52.89,20.777,0,0,0,64,0
59,3,3964,1,52.89,20.777,0,0,0,89,0
60,3,4896,1,52.89,20.777,0,0,0,75,0
61,3,2904,1,52.89,20.777,0,0,0,63,0
62,3,3569,1,52.89,20.777,0,1,0,67,0
63,3,4387,1,52.89,20.777,0,0,0,80,0
64,3,3285,1,52.89,20.777,0,0,0,74,0
65,2,4247,1,52.166,20.967,0,0,0,66,0
66,2,2770,1,52.166,20.967,0,0,0,65,0
67,2,4501,1,52.166,20.967,0,0,0,65,0
68,2,3147,1,52.166,20.967,0,0,2.5,85,20
69,2,4480,1,52.166,20.967,0,0,0,82,0
70,2,3927,1,52.166,20.967,0,0,1,67,2
71,2,4490,1,52.166,20.967,0,0,0,78,0
72,2,5877,1,52.166,20.967,0,1,0,80,0
73,2,4414,1,52.166,20.967,0,0,0,93,0
74,2,4762,1,52.166,20.967,0,0,0,83,0
75,2,3266,1,52.166,20.967,0,0,0,79,0
76,1,3766,1,50.101,21.999,0,0,0,88,0
77,1,3942,1,50.101,21.999,0,0,0,60,0
78,1,4155,1,50.101,21.999,0,1,0,92,0
79,1,3880,1,50.101,21.999,0,0,0,66,0
80,1,4471,1,50.101,21.999,0,0,0,80,0
81,3,3175,1,52.89,20.777,0,0,0,64,0
82,3,5485,1,52.89,20.777,0,1,0,74,0
83,3,2771,1,52.89,20.777,0,0,0,97,0
84,3,3377,1,52.89,20.777,0,0,0,95,0
85,3,4554,1,52.89,20.777,0,1,0,61,0
86,3,4473,1,52.89,20.777,1,0,0,90,0
87,3,4249,1,52.89,20.777,0,0,0,86,0
88,3,3034,1,52.89,20.777,0,0,0,65,0
89,2,4316,1,52.166,20.967,0,0,0,79,0
90,2,4323,1,52.166,20.967,0,0,0,65,0
91,2,3169,1,52.166,20.967,0,0,0,66,0
92,2,3612,1,52.166,20.967,0,0,0,71,0
93,2,4585,1,52.166,20.967,0,1,0,85,0
94,2,4880,1,52.166,20.967,0,0,0,74,0
95,1,3287,1,50.101,21.999,0,0,0,65,0
96,1,4234,1,50.101,21.999,0,0,0,91,0
97,1,4115,1,50.101,21.999,0,0,0,89,0
98,1,4556,1,50.101,21.999,0,0,0,84,0
99,1,4525,1,50.101,21.999,0,0,0,77,0
100,3,3567,1,52.89,20.777,0,0,0,65,0
101,3,5023,1,52.89,20.777,0,1,0,98,0
102,3,4059,1,52.89,20.777,0,0,0,88,0
103,3,1182,1,52.89,20.777,0,1,4.1,60,20.5
104,2,5240,1,52.166,20.967,0,1,0,82,0
105,2,4079,1,52.166,20.967,0,0,0,79,0
106,2,3729,1,52.166,20.967,0,0,0,73,0
107,2,3860,1,52.166,20.967,0,1,0,81,0
108,2,4873,1,52.166,20.967,0,0,0,73,0
109,2,3445,1,52.166,20.967,0,0,0,76,0
110,2,4541,1,52.166,20.967,1,0,0,70,0
111,2,806,1,52.166,20.967,0,1,4.1,71,20.5
112,1,3254,1,50.101,21.999,0,0,0,72,0
113,1,4030,1,50.101,21.999,0,1,0,88,0
114,1,5129,1,50.101,21.999,0,1,0,79,0
115,1,4758,1,50.101,21.999,0,1,0,68,0
116,1,3295,1,50.101,21.999,0,0,0,79,0
117,3,3691,1,52.89,20.777,0,0,0.8,67,1.6
118,3,4411,1,52.89,20.777,0,0,0,87,0
119,3,4725,1,52.89,20.777,0,1,0,76,0
120,3,4646,1,52.89,20.777,0,1,0,71,0
121,3,4559,1,52.89,20.777,0,1,0.8,84,3.2
122,3,3744,1,52.89,20.777,0,0,0,71,0
123,3,2443,1,52.89,20.777,0,0,4.8,71,24
124,3,2602,1,52.89,20.777,0,1,0.8,89,2.4
125,3,2695,1,52.89,20.777,0,0,0.8,94,4.8
126,3,2638,1,52.89,20.777,0,0,0.8,99,2.4
127,3,4768,1,52.89,20.777,0,1,1,79,9
128,2,4058,1,52.166,20.967,0,0,0.5,68,5
129,2,4418,1,52.166,20.967,0,0,0.8,63,7.2
130,2,4512,1,52.166,20.967,0,0,2.5,82,12.5
131,2,3900,1,52.166,20.967,0,0,0.8,83,2.4
132,1,1763,1,50.101,21.999,0,0,1.3,61,7.8
133,1,1948,1,50.101,21.999,0,0,3,61,15
134,1,3785,1,50.101,21.999,0,0,0,79,0
135,1,3406,1,50.101,21.999,0,1,0,93,0
136,3,3510,1,52.89,20.777,0,0,0.8,69,0.8
137,3,3090,1,52.89,20.777,0,1,0,64,0
138,3,3255,1,52.89,20.777,0,0,0,62,0
139,3,3741,1,52.89,20.777,0,1,0,94,0
140,3,2720,1,52.89,20.777,0,0,8.4,88,50.4
141,3,4773,1,52.89,20.777,0,0,0,80,0
142,3,3612,1,52.89,20.777,0,1,0,91,0
143,2,3063,1,52.166,20.967,0,1,1.5,74,12
144,2,3973,1,52.166,20.967,0,0,0,81,0
145,2,3722,1,52.166,20.967,0,0,1.5,95,13.5
146,2,4411,1,52.166,20.967,0,0,0,86,0
147,2,3449,1,52.166,20.967,0,0,0,60,0
148,2,4620,1,52.166,20.967,0,0,0,92,0
149,1,4763,1,50.101,21.999,0,1,0,83,0
150,3,3749,1,52.89,20.777,0,0,0,96,0
151,3,4502,1,52.89,20.777,0,0,0,73,0
152,3,2948,1,52.89,20.777,0,0,0,62,0
153,3,4117,1,52.89,20.777,0,1,0,61,0
154,3,5690,1,52.89,20.777,0,1,0,82,0
155,3,3958,1,52.89,20.777,0,0,0,66,0
156,3,3515,1,52.89,20.777,0,0,0,81,0
157,2,3824,1,52.166,20.967,0,0,0,84,0
158,2,3394,1,52.166,20.967,0,0,1.5,99,10.5
159,2,2697,1,52.166,20.967,0,0,1.5,68,7.5
160,2,3599,1,52.166,20.967,0,0,1.3,79,1.3
161,2,3307,1,52.166,20.967,0,0,0,67,0
162,1,3995,1,50.101,21.999,0,0,0,82,0
163,1,5318,1,50.101,21.999,0,0,0,88,0
164,1,4643,1,50.101,21.999,0,0,0,71,0
165,1,3739,1,50.101,21.999,0,0,1.3,62,9.1
166,1,692,1,50.101,21.999,0,0,2.5,89,20
167,3,2569,1,52.89,20.777,0,0,1.5,60,3
168,3,1979,1,52.89,20.777,0,0,5.8,81,52.2
169,3,3135,1,52.89,20.777,0,1,1.5,87,13.5
170,3,2846,1,52.89,20.777,0,0,1.5,79,7.5
171,3,3080,1,52.89,20.777,0,1,0,74,0
172,2,4395,1,52.166,20.967,0,0,0,61,0
173,2,3239,1,52.166,20.967,0,0,1.5,93,1.5
174,2,3253,1,52.166,20.967,0,0,0.8,70,4.8
175,2,5099,1,52.166,20.967,0,0,0,74,0
176,2,3428,1,52.166,20.967,0,0,0,94,0
177,2,3985,1,52.166,20.967,0,0,0,88,0
178,2,4303,1,52.166,20.967,0,0,0,78,0
179,2,2983,1,52.166,20.967,0,0,1.3,90,10.4
180,2,4802,1,52.166,20.967,0,1,0,64,0
181,2,4231,1,52.166,20.967,0,1,0,69,0
182,2,3884,1,52.166,20.967,0,1,0,92,0
183,2,3937,1,52.166,20.967,0,0,7.1,75,14.2
184,2,5389,1,52.166,20.967,1,0,0,98,0
185,2,613,1,52.166,20.967,0,0,6.6,68,26.4
186,1,3789,1,50.101,21.999,0,0,0,74,0
187,3,2906,1,52.89,20.777,0,0,0,67,0
188,3,5296,1,52.89,20.777,0,0,0,86,0
189,3,4699,1,52.89,20.777,0,0,0,70,0
190,3,2561,1,52.89,20.777,0,1,5.6,98,44.8
191,3,2997,1,52.89,20.777,0,0,0,66,0
192,3,2343,1,52.89,20.777,0,0,1.5,80,13.5
193,3,3107,1,52.89,20.777,0,0,0,71,0
194,2,2026,1,52.166,20.967,0,0,2.3,96,16.1
195,2,3220,1,52.166,20.967,0,0,0,96,0
196,2,3419,1,52.166,20.967,0,1,0.3,88,1.2
197,2,3450,1,52.166,20.967,0,0,0,68,0
198,2,2984,1,52.166,20.967,0,0,1.5,89,6
199,2,4350,1,52.166,20.967,0,0,0,95,0
200,2,4842,1,52.166,20.967,0,1,0,71,0
201,1,5539,1,50.101,21.999,0,1,0,99,0
202,1,3243,1,50.101,21.999,0,0,0,70,0
203,1,4027,1,50.101,21.999,0,1,1.3,93,2.6
204,1,2751,1,50.101,21.999,0,0,2.3,67,6.9
205,3,4005,1,52.89,20.777,0,0,0,60,0
206,3,3373,1,52.89,20.777,0,0,0.5,64,2.5
207,3,3605,1,52.89,20.777,0,0,0,85,0
208,3,4229,1,52.89,20.777,0,0,0,69,0
209,3,4232,1,52.89,20.777,0,1,0.5,79,4
210,3,3283,1,52.89,20.777,0,0,2.3,98,9.2
211,3,4489,1,52.89,20.777,0,1,0,67,0
212,3,2819,1,52.89,20.777,0,1,1.5,79,1.5
213,3,2445,1,52.89,20.777,0,0,0,84,0
214,3,2920,1,52.89,20.777,0,0,1,84,10
215,3,2212,1,52.89,20.777,0,0,2.5,82,10
216,2,3588,1,52.166,20.967,0,0,0.3,92,1.8
217,2,4532,1,52.166,20.967,0,0,0,86,0
218,2,2426,1,52.166,20.967,0,1,1,61,4
219,2,3449,1,52.166,20.967,0,0,0,94,0
220,2,3973,1,52.166,20.967,0,0,0.5,62,4
221,2,3834,1,52.166,20.967,0,0,0.5,70,1.5
222,2,202,1,52.166,20.967,0,0,9.4,62,84.6
223,2,5139,1,52.166,20.967,0,0,0,95,0
224,3,3924,1,52.89,20.777,0,0,0,80,0
225,3,203,1,52.89,20.777,0,0,6.6,70,46.2
226,3,3134,1,52.89,20.777,0,0,0.3,76,2.1
227,3,2828,1,52.89,20.777,0,0,0,93,0
228,2,4054,1,52.166,20.967,0,0,0,92,0
229,2,4169,1,52.166,20.967,0,0,0,67,0
230,2,4356,1,52.166,20.967,0,0,0,71,0
231,2,3847,1,52.166,20.967,0,1,0.3,63,0.3
232,2,3511,1,52.166,20.967,0,0,0.3,61,1.8
233,2,4660,1,52.166,20.967,0,0,0,85,0
234,2,3190,1,52.166,20.967,0,0,0,96,0
235,2,3935,1,52.166,20.967,0,1,0,96,0
236,1,4257,1,50.101,21.999,0,0,0,62,0
237,1,4124,1,50.101,21.999,0,0,1.3,87,6.5
238,1,4235,1,50.101,21.999,0,0,0.5,93,4
239,1,3418,1,50.101,21.999,0,1,2,93,10
240,1,4495,1,50.101,21.999,0,1,0,75,0
241,1,870,1,50.101,21.999,0,0,9.4,83,18.8
242,3,4046,1,52.89,20.777,0,1,0,90,0
243,3,3954,1,52.89,20.777,0,0,0,98,0
244,3,52,1,52.89,20.777,0,0,6.1,98,6.1
245,3,2815,1,52.89,20.777,0,1,5.6,81,11.2
246,2,3681,1,52.166,20.967,0,0,1.3,77,3.9
247,2,4030,1,52.166,20.967,0,0,0,71,0
248,2,4095,1,52.166,20.967,0,0,0.3,73,1.5
249,2,4465,1,52.166,20.967,0,0,0.3,60,3
250,2,1776,1,52.166,20.967,0,1,3,99,30
251,2,3337,1,52.166,20.967,0,0,3.8,89,38
252,1,2462,1,50.101,21.999,0,0,2.3,69,2.3
253,1,3519,1,50.101,21.999,0,1,0,86,0
254,1,3677,1,50.101,21.999,0,0,0,91,0
255,1,3584,1,50.101,21.999,0,1,0,93,0
256,1,3467,1,50.101,21.999,0,0,0,82,0
257,1,3383,1,50.101,21.999,0,0,0,78,0
258,1,4290,1,50.101,21.999,0,1,0,65,0
259,3,2504,1,52.89,20.777,0,1,3,94,9
260,3,3853,1,52.89,20.777,0,1,1.5,85,7.5
261,3,1425,1,52.89,20.777,0,0,3,69,12
262,3,1151,1,52.89,20.777,0,0,3.8,91,30.4
263,3,1634,1,52.89,20.777,0,0,3.3,68,6.6
264,2,3496,1,52.166,20.967,0,1,5.3,85,42.4
265,2,5141,1,52.166,20.967,0,1,0,98,0
266,2,5541,1,52.166,20.967,0,0,12.7,68,50.8
267,2,4257,1,52.166,20.967,0,0,1.3,87,9.1
268,2,3851,1,52.166,20.967,0,0,0,65,0
269,2,4274,1,52.166,20.967,0,0,6.9,60,69
270,2,5300,1,52.166,20.967,0,0,0,86,0
271,2,2156,1,52.166,20.967,0,1,3,75,24
272,2,3686,1,52.166,20.967,0,0,1.3,74,10.4
273,2,3708,1,52.166,20.967,0,0,0.3,71,2.4
274,1,2521,1,50.101,21.999,0,0,2,88,8
275,1,970,1,50.101,21.999,0,0,10.2,69,10.2
276,1,3623,1,50.101,21.999,0,0,0,91,0
277,1,4600,1,50.101,21.999,0,1,0.3,63,3
278,3,3305,1,52.89,20.777,0,0,0,91,0
279,3,3540,1,52.89,20.777,1,0,0.5,71,4.5
280,3,3027,1,52.89,20.777,0,0,4.3,91,34.4
281,3,5393,1,52.89,20.777,0,1,0,81,0
282,3,2445,1,52.89,20.777,0,1,2,73,4
283,3,4779,1,52.89,20.777,0,0,0,63,0
284,3,3063,1,52.89,20.777,0,0,0,88,0
285,3,3903,1,52.89,20.777,0,0,0.5,96,1.5
286,3,3435,1,52.89,20.777,0,0,0.3,94,2.7
287,2,4705,1,52.166,20.967,0,0,0,83,0
288,2,4283,1,52.166,20.967,0,0,3.3,97,19.8
289,2,2691,1,52.166,20.967,0,0,1,92,8
290,2,4533,1,52.166,20.967,0,0,0,72,0
291,2,784,1,52.166,20.967,0,0,7.9,89,63.2
292,2,5351,1,52.166,20.967,0,1,0,72,0
293,2,168,1,52.166,20.967,0,1,8.6,96,43
294,1,1990,1,50.101,21.999,0,1,3.8,70,38
295,3,2845,1,52.89,20.777,0,0,0,61,0
296,3,5017,1,52.89,20.777,0,1,0,92,0
297,3,4588,1,52.89,20.777,0,0,0,78,0
298,3,3099,1,52.89,20.777,0,0,1.8,90,1.8
299,3,57,1,52.89,20.777,0,0,7.4,79,29.6
300,2,4191,1,52.166,20.967,0,1,0,74,0
301,2,4521,1,52.166,20.967,0,0,0.3,81,1.5
302,2,5417,1,52.166,20.967,0,0,0,77,0
303,2,4025,1,52.166,20.967,0,1,0,76,0
304,2,1670,1,52.166,20.967,0,0,1.3,79,5.2
305,2,3362,1,52.166,20.967,0,0,0.5,84,1.5
306,2,4891,1,52.166,20.967,0,0,0,78,0
307,2,4259,1,52.166,20.967,0,1,1,83,4
308,1,2446,1,50.101,21.999,0,0,0.3,65,1.8
309,1,4092,1,50.101,21.999,0,1,0.3,73,1.5
310,1,3905,1,50.101,21.999,0,1,0.5,61,5
311,1,4170,1,50.101,21.999,0,0,0.8,84,7.2
312,3,2400,1,52.89,20.777,0,0,0,75,0
313,3,2728,1,52.89,20.777,0,0,0.3,64,1.2
314,3,1261,1,52.89,20.777,0,0,2.8,65,11.2
315,3,5203,1,52.89,20.777,0,1,0,89,0
316,3,3024,1,52.89,20.777,0,0,2,73,4
317,3,3677,1,52.89,20.777,0,0,0.8,78,7.2
318,3,3621,1,52.89,20.777,0,0,5.1,78,30.6
319,2,2920,1,52.166,20.967,0,0,0,83,0
320,2,3435,1,52.166,20.967,0,0,0.8,94,4
321,2,2847,1,52.166,20.967,0,0,0.5,82,1.5
322,2,3329,1,52.166,20.967,0,0,0.5,80,2.5
323,2,1629,1,52.166,20.967,0,0,3.8,81,19
324,2,3249,1,52.166,20.967,0,0,1.5,91,1.5
325,2,3634,1,52.166,20.967,0,0,1.3,63,7.8
326,2,2430,1,52.166,20.967,0,0,0.5,92,3.5
327,1,3251,1,50.101,21.999,0,0,0.3,92,0.3
328,1,3662,1,50.101,21.999,0,0,0,81,0
329,1,4145,1,50.101,21.999,0,0,0,71,0
330,1,3160,1,50.101,21.999,0,1,0,74,0
331,3,3115,1,52.89,20.777,0,0,0,95,0
332,3,2442,1,52.89,20.777,0,0,1.8,93,5.4
333,3,3187,1,52.89,20.777,0,0,0.5,75,3
334,3,2592,1,52.89,20.777,0,1,1.5,87,4.5
335,3,3853,1,52.89,20.777,0,0,2.5,77,7.5
336,3,3745,1,52.89,20.777,0,1,0,79,0
337,2,5390,1,52.166,20.967,1,0,0,72,0
338,2,4878,1,52.166,20.967,0,0,0,98,0
339,2,3072,1,52.166,20.967,0,0,1.8,96,10.8
340,2,1488,1,52.166,20.967,0,0,1.8,66,12.6
341,2,4422,1,52.166,20.967,0,0,1.3,79,7.8
342,2,2759,1,52.166,20.967,0,1,2.8,76,25.2
343,2,2686,1,52.166,20.967,0,0,1.3,61,6.5
344,2,3991,1,52.166,20.967,0,1,0.5,62,1.5
345,2,4079,1,52.166,20.967,0,0,0,96,0
346,2,3660,1,52.166,20.967,0,0,0.8,72,5.6
347,2,1392,1,52.166,20.967,0,0,7.1,70,63.9
348,2,5711,1,52.166,20.967,0,0,12.7,71,88.9
349,1,2751,1,50.101,21.999,0,0,0.3,62,2.1
350,1,3793,1,50.101,21.999,0,1,1.8,70,12.6
351,1,5086,1,50.101,21.999,0,0,0,76,0
352,3,4316,1,52.89,20.777,0,1,0.3,74,0.9
353,3,4929,1,52.89,20.777,0,0,0,72,0
354,3,4847,1,52.89,20.777,0,0,0.5,85,3.5
355,3,3619,1,52.89,20.777,0,0,2.8,67,19.6
356,3,3236,1,52.89,20.777,0,0,0.5,67,3.5
357,2,4051,1,52.166,20.967,0,0,0,69,0
358,2,3070,1,52.166,20.967,0,0,0,95,0
359,2,3704,1,52.166,20.967,0,0,0.3,62,0.6
360,2,3701,1,52.166,20.967,0,0,0.5,83,4.5
361,2,2930,1,52.166,20.967,0,0,1.3,71,10.4
362,2,3011,1,52.166,20.967,0,0,0.5,60,4.5
363,2,3927,1,52.166,20.967,0,0,0.3,98,2.4
364,2,2317,1,52.166,20.967,0,0,5.8,60,23.2
365,2,2602,1,52.166,20.967,0,0,2.5,91,12.5
366,2,3418,1,52.166,20.967,0,0,0.3,86,1.8
367,2,3760,1,52.166,20.967,0,0,0,95,0
368,1,4671,1,50.101,21.999,0,0,0,67,0
369,1,4101,1,50.101,21.999,0,1,1.5,95,3
370,3,3689,1,52.89,20.777,0,0,2.3,61,11.5
371,3,2711,1,52.89,20.777,0,0,0,60,0
372,3,4049,1,52.89,20.777,0,1,0,87,0
373,3,4513,1,52.89,20.777,0,0,0,62,0
374,2,3510,1,52.166,20.967,0,0,0,93,0
375,2,3824,1,52.166,20.967,0,0,0.8,69,7.2
376,2,2994,1,52.166,20.967,0,0,1.8,88,3.6
377,2,3478,1,52.166,20.967,0,1,1.3,79,6.5
378,2,3444,1,52.166,20.967,0,0,2,98,2
379,2,4314,1,52.166,20.967,0,0,0.8,99,2.4
380,2,3643,1,52.166,20.967,0,1,0,96,0
381,2,68,1,52.166,20.967,0,0,5.3,78,5.3
382,2,4083,1,52.166,20.967,0,0,0.8,79,2.4
383,2,5086,1,52.166,20.967,0,1,5.1,96,20.4
384,2,3729,1,52.166,20.967,0,0,9.1,73,27.3
385,1,4202,1,50.101,21.999,0,0,0,97,0
386,1,3032,1,50.101,21.999,1,0,0,84,0
387,1,2486,1,50.101,21.999,0,0,1.5,86,4.5
388,1,4180,1,50.101,21.999,0,1,0.8,65,4.8
389,1,1106,1,50.101,21.999,0,1,3.8,98,11.4
390,1,4751,1,50.101,21.999,0,1,0.8,85,4.8
391,1,3928,1,50.101,21.999,0,0,0,80,0
392,3,1699,1,52.89,20.777,0,0,2.3,87,6.9
393,3,3781,1,52.89,20.777,0,0,0,84,0
394,3,1135,1,52.89,20.777,0,0,6.1,78,42.7
395,3,4865,1,52.89,20.777,0,1,0,81,0
396,3,4953,1,52.89,20.777,0,1,0,72,0
397,3,3131,1,52.89,20.777,0,0,0,68,0
398,2,3094,1,52.166,20.967,0,0,0.5,80,1.5
399,2,4426,1,52.166,20.967,1,0,0,83,0
400,2,4758,1,52.166,20.967,0,1,0.5,77,1
401,2,4719,1,52.166,20.967,0,1,0.3,72,2.7
402,2,3872,1,52.166,20.967,0,0,0,99,0
403,2,3446,1,52.166,20.967,0,0,0,68,0
404,2,2654,1,52.166,20.967,0,0,2,78,12
405,2,3439,1,52.166,20.967,0,0,0,66,0
406,2,2797,1,52.166,20.967,0,1,2.8,62,11.2
407,1,3475,1,50.101,21.999,0,0,0.3,65,2.1
408,1,2864,1,50.101,21.999,0,1,9.7,88,87.3
409,1,3883,1,50.101,21.999,0,1,2,76,8
410,1,3823,1,50.101,21.999,0,0,0,87,0
411,3,4440,1,52.89,20.777,0,1,0,94,0
412,3,3498,1,52.89,20.777,0,1,0,60,0
413,3,2070,1,52.89,20.777,0,0,5.3,70,15.9
414,3,2909,1,52.89,20.777,0,0,2.5,83,20
415,3,2585,1,52.89,20.777,0,0,0.3,84,1.2
416,3,3208,1,52.89,20.777,0,0,0.3,81,1.5
417,3,3562,1,52.89,20.777,0,1,0,88,0
418,3,4122,1,52.89,20.777,0,1,0.5,80,4.5
419,2,3767,1,52.166,20.967,0,0,0.5,83,1
420,2,3753,1,52.166,20.967,0,1,1.8,93,12.6
421,2,4441,1,52.166,20.967,0,0,0.3,60,0.6
422,2,3621,1,52.166,20.967,0,0,1,78,9
423,2,177,1,52.166,20.967,0,0,5.1,86,10.2
424,2,4540,1,52.166,20.967,0,0,0.3,88,1.5
425,2,3601,1,52.166,20.967,0,0,1,91,10
426,2,3305,1,52.166,20.967,0,0,1.3,63,13
427,2,4198,1,52.166,20.967,0,0,0,60,0
428,1,4317,1,50.101,21.999,0,1,0.8,65,6.4
429,1,4626,1,50.101,21.999,0,1,1.3,84,7.8
430,1,5745,1,50.101,21.999,0,1,0,93,0
431,1,3634,1,50.101,21.999,0,0,1.3,95,10.4
432,1,4870,1,50.101,21.999,0,0,0,99,0
433,3,4157,1,52.89,20.777,0,1,0,93,0
434,3,4024,1,52.89,20.777,0,0,0,95,0
435,3,3436,1,52.89,20.777,0,0,0,89,0
436,3,5267,1,52.89,20.777,0,1,0.5,82,4
437,3,3033,1,52.89,20.777,0,0,1.5,83,4.5
438,3,5080,1,52.89,20.777,0,0,0,98,0
439,2,3447,1,52.166,20.967,0,0,0,94,0
440,2,527,1,52.166,20.967,0,0,7.9,95,55.3
441,2,4830,1,52.166,20.967,0,1,0,89,0
442,2,4309,1,52.166,20.967,0,1,0,89,0
443,2,2696,1,52.166,20.967,0,0,2,73,4
444,2,4501,1,52.166,20.967,0,0,0,66,0
445,1,3683,1,50.101,21.999,0,0,0,88,0
446,1,5159,1,50.101,21.999,0,0,0,80,0
447,1,3081,1,50.101,21.999,0,1,0,66,0
448,1,4876,1,50.101,21.999,1,0,0,73,0
449,1,2495,1,50.101,21.999,0,0,1,83,1
450,3,3912,1,52.89,20.777,0,1,0,68,0
451,3,3894,1,52.89,20.777,0,0,0,68,0
452,3,3110,1,52.89,20.777,0,0,0.3,65,0.9
453,2,4205,1,52.166,20.967,0,0,0,89,0
454,2,4207,1,52.166,20.967,0,0,0,78,0
455,2,2080,1,52.166,20.967,0,1,3.8,98,22.8
456,2,4394,1,52.166,20.967,0,0,0,68,0
457,2,3645,1,52.166,20.967,0,0,1.5,87,12
458,2,5067,1,52.166,20.967,0,1,0,80,0
459,2,3751,1,52.166,20.967,0,0,0,62,0
460,2,5054,1,52.166,20.967,0,1,0.8,87,4.8
461,2,3891,1,52.166,20.967,0,0,0,63,0
462,2,3045,1,52.166,20.967,0,0,0,63,0
463,2,3294,1,52.166,20.967,0,1,0.8,99,1.6
464,2,3026,1,52.166,20.967,0,0,0,62,0
465,1,4238,1,50.101,21.999,0,0,0,82,0
466,1,3611,1,50.101,21.999,0,0,0,73,0
467,1,3481,1,50.101,21.999,0,0,0,92,0
468,1,3893,1,50.101,21.999,0,1,0,73,0
469,1,3875,1,50.101,21.999,0,0,0,76,0
470,3,4232,1,52.89,20.777,0,0,0,91,0
471,3,3123,1,52.89,20.777,0,0,0.5,88,2
472,3,3197,1,52.89,20.777,0,0,0,67,0
473,3,936,1,52.89,20.777,0,1,9.1,95,91
474,3,4967,1,52.89,20.777,0,1,0,65,0
475,3,2550,1,52.89,20.777,0,0,2.3,97,18.4
476,3,4735,1,52.89,20.777,0,1,0,63,0
477,3,3757,1,52.89,20.777,0,1,0.3,70,3
478,2,4894,1,52.166,20.967,0,1,0,93,0
479,2,4363,1,52.166,20.967,0,1,0,86,0
480,2,4698,1,52.166,20.967,0,0,0,67,0
481,1,4264,1,50.101,21.999,0,0,0,87,0
482,1,3980,1,50.101,21.999,0,1,0.3,80,2.4
483,1,4812,1,50.101,21.999,0,0,0.8,75,4
484,1,3782,1,50.101,21.999,0,0,0,74,0
485,1,4295,1,50.101,21.999,0,0,1.8,79,3.6
486,3,3715,1,52.89,20.777,0,0,1.8,92,9
487,3,3714,1,52.89,20.777,0,0,0,87,0
